"","V1","V2","V3","cluster"
"3061",25,36,39,"3"
"3062",26,36,38,"3"
"3063",27,36,37,"3"
"3064",28,36,36,"3"
"3065",29,36,35,"3"
"3066",30,36,34,"3"
"3067",31,36,33,"3"
"3068",32,36,32,"3"
"3069",33,36,31,"3"
"3070",34,36,30,"3"
"3071",35,36,29,"3"
"3072",36,36,28,"3"
"3073",37,36,27,"3"
"3074",38,36,26,"3"
"3075",39,36,25,"3"
"3076",25,37,38,"3"
"3077",26,37,37,"3"
"3078",27,37,36,"3"
"3079",28,37,35,"3"
"3080",29,37,34,"3"
"3081",30,37,33,"3"
"3082",31,37,32,"3"
"3083",32,37,31,"3"
"3084",33,37,30,"3"
"3085",34,37,29,"3"
"3086",35,37,28,"3"
"3087",36,37,27,"3"
"3088",37,37,26,"3"
"3089",38,37,25,"3"
"3090",25,38,37,"3"
"3091",26,38,36,"3"
"3092",27,38,35,"3"
"3093",28,38,34,"3"
"3094",29,38,33,"3"
"3095",30,38,32,"3"
"3096",31,38,31,"3"
"3097",32,38,30,"3"
"3098",33,38,29,"3"
"3099",34,38,28,"3"
"3100",35,38,27,"3"
"3101",36,38,26,"3"
"3102",37,38,25,"3"
"3103",25,39,36,"3"
"3104",26,39,35,"3"
"3105",27,39,34,"3"
"3106",28,39,33,"3"
"3107",29,39,32,"3"
"3108",30,39,31,"3"
"3109",31,39,30,"3"
"3110",32,39,29,"3"
"3111",33,39,28,"3"
"3112",34,39,27,"3"
"3113",35,39,26,"3"
"3114",36,39,25,"3"
"3115",25,40,35,"3"
"3116",26,40,34,"3"
"3117",27,40,33,"3"
"3118",28,40,32,"3"
"3119",29,40,31,"3"
"3120",30,40,30,"3"
"3121",31,40,29,"3"
"3122",32,40,28,"3"
"3123",33,40,27,"3"
"3124",34,40,26,"3"
"3125",35,40,25,"3"
"3126",25,41,34,"3"
"3127",26,41,33,"3"
"3128",27,41,32,"3"
"3129",28,41,31,"3"
"3130",29,41,30,"3"
"3131",30,41,29,"3"
"3132",31,41,28,"3"
"3133",32,41,27,"3"
"3134",33,41,26,"3"
"3135",34,41,25,"3"
"3136",25,42,33,"3"
"3137",26,42,32,"3"
"3138",27,42,31,"3"
"3139",28,42,30,"3"
"3140",29,42,29,"3"
"3141",30,42,28,"3"
"3142",31,42,27,"3"
"3143",32,42,26,"3"
"3144",33,42,25,"3"
"3145",25,43,32,"3"
"3146",26,43,31,"3"
"3147",27,43,30,"3"
"3148",28,43,29,"3"
"3149",29,43,28,"3"
"3150",30,43,27,"3"
"3151",31,43,26,"3"
"3152",32,43,25,"3"
"3153",25,44,31,"3"
"3154",26,44,30,"3"
"3155",27,44,29,"3"
"3156",28,44,28,"3"
"3157",29,44,27,"3"
"3158",30,44,26,"3"
"3159",31,44,25,"3"
"3160",25,45,30,"3"
"3161",26,45,29,"3"
"3162",27,45,28,"3"
"3163",28,45,27,"3"
"3164",29,45,26,"3"
"3165",30,45,25,"3"
"3166",25,46,29,"3"
"3167",26,46,28,"3"
"3168",27,46,27,"3"
"3169",28,46,26,"3"
"3170",29,46,25,"3"
"3171",25,47,28,"3"
"3172",26,47,27,"3"
"3173",27,47,26,"3"
"3174",28,47,25,"3"
"3175",25,48,27,"3"
"3176",26,48,26,"3"
"3177",27,48,25,"3"
"3178",25,49,26,"3"
"3179",26,49,25,"3"
"3180",25,50,25,"3"
